                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.93179,                 1.1837,                 1.1817,                0.65445,                0.65429,                 0.7112,                0.53253,                 1.1212,                 1.2896,                 1.3443,             0.00099001,             0.00099001,             0.00099001
                     14,                0.89547,                 1.0403,                  1.176,                0.70131,                0.68297,                0.73478,                0.54763,                 1.0486,                  1.385,                 1.3097,             0.00097901,             0.00097901,             0.00097901
                     15,                0.82321,                 1.0825,                 1.1522,                0.77684,                0.56844,                 0.7348,                0.52392,                 1.1567,                 1.3055,                 1.4606,             0.00096801,             0.00096801,             0.00096801
                     16,                0.87519,                 1.0476,                 1.1713,                 0.7393,                0.61923,                0.71139,                0.52976,                 1.0654,                 1.2015,                 1.3215,             0.00095702,             0.00095702,             0.00095702
                     17,                0.87638,                 1.0229,                 1.1583,                0.69324,                0.64382,                0.70094,                0.52299,                  1.091,                 1.2703,                 1.3158,             0.00094602,             0.00094602,             0.00094602
                     18,                0.87294,                0.97358,                 1.1708,                0.76751,                0.72014,                0.79331,                0.61359,                 1.0577,                 1.1126,                 1.2679,             0.00093502,             0.00093502,             0.00093502
                     19,                 0.7999,                0.91991,                 1.1469,                0.80792,                0.69513,                0.81534,                0.59454,                 1.0974,                 1.1501,                 1.3729,             0.00092402,             0.00092402,             0.00092402
                     20,                0.82308,                0.93903,                 1.1351,                 0.6755,                0.74025,                0.75461,                0.57372,                 1.0526,                 1.2023,                 1.3432,             0.00091302,             0.00091302,             0.00091302
                     21,                0.81369,                 0.8865,                 1.1399,                0.80409,                0.67777,                0.80603,                0.61054,                 1.0582,                 1.1453,                  1.298,             0.00090202,             0.00090202,             0.00090202
                     22,                0.78879,                0.86697,                 1.1161,                0.70154,                0.61195,                0.65238,                 0.5076,                 1.0802,                 1.3085,                 1.3249,             0.00089102,             0.00089102,             0.00089102
                     23,                0.79412,                0.84565,                 1.1122,                0.75896,                0.73994,                0.81116,                0.60756,                  1.046,                 1.2524,                 1.2708,             0.00088002,             0.00088002,             0.00088002
                     24,                0.78933,                0.85479,                 1.0974,                0.76767,                0.85488,                0.86137,                0.64142,                 1.0031,                  1.029,                 1.2463,             0.00086902,             0.00086902,             0.00086902
                     25,                0.82635,                0.94714,                 1.1552,                0.85611,                0.76457,                0.84229,                0.60936,                 1.0373,                 1.0455,                  1.304,             0.00085803,             0.00085803,             0.00085803
                     26,                0.78482,                0.89025,                  1.134,                0.90735,                0.76206,                0.85889,                 0.6786,                 0.9646,                0.92384,                 1.2151,             0.00084703,             0.00084703,             0.00084703
                     27,                0.73036,                0.78834,                 1.0809,                 0.7651,                0.75441,                0.82674,                0.63997,                  1.004,                0.98233,                 1.2646,             0.00083603,             0.00083603,             0.00083603
                     28,                0.72592,                0.78691,                 1.0682,                0.80224,                0.73714,                0.80798,                0.64148,                0.96455,                0.98151,                 1.2332,             0.00082503,             0.00082503,             0.00082503
                     29,                0.75192,                0.84572,                 1.0732,                0.75257,                0.70933,                0.76391,                0.55474,                 1.1347,                 1.1444,                 1.3909,             0.00081403,             0.00081403,             0.00081403
                     30,                0.78069,                0.76334,                 1.0988,                0.80499,                0.77249,                0.81579,                0.63232,                0.97279,                 1.1203,                 1.2541,             0.00080303,             0.00080303,             0.00080303
                     31,                0.76264,                0.73492,                 1.1002,                0.83215,                0.78289,                0.83538,                0.65113,                  0.959,                 1.0152,                 1.2199,             0.00079203,             0.00079203,             0.00079203
                     32,                0.73047,                 0.7436,                 1.0778,                0.88772,                0.80448,                0.89208,                0.71348,                0.93731,                0.85843,                 1.1983,             0.00078103,             0.00078103,             0.00078103
                     33,                0.73942,                 0.7266,                 1.0788,                0.93344,                0.79035,                0.89729,                0.72097,                0.91803,                0.84383,                 1.1553,             0.00077003,             0.00077003,             0.00077003
                     34,                0.74775,                 0.7601,                 1.0822,                0.87485,                0.76552,                0.86221,                0.71094,                0.91403,                0.89388,                 1.1683,             0.00075904,             0.00075904,             0.00075904
                     35,                0.69235,                0.71954,                 1.0497,                0.78124,                0.87994,                0.89425,                0.72609,                0.96188,                0.86977,                 1.2171,             0.00074804,             0.00074804,             0.00074804
                     36,                0.73063,                0.72367,                  1.075,                 0.8344,                0.79961,                 0.8766,                0.70377,                0.96945,                0.93144,                 1.2261,             0.00073704,             0.00073704,             0.00073704
                     37,                0.72923,                0.84089,                 1.0975,                 0.7977,                0.81965,                0.87169,                0.68867,                0.99952,                0.92936,                 1.2283,             0.00072604,             0.00072604,             0.00072604
                     38,                0.80157,                0.77286,                  1.162,                0.88773,                0.82439,                0.89666,                0.72806,                0.90104,                0.86724,                 1.1671,             0.00071504,             0.00071504,             0.00071504
                     39,                0.72938,                 0.7138,                 1.1001,                0.87816,                0.81979,                0.89725,                0.72204,                0.91891,                0.91739,                 1.1802,             0.00070404,             0.00070404,             0.00070404
                     40,                0.72456,                0.74107,                 1.0743,                0.87024,                0.67786,                0.82743,                0.65399,                0.97048,                 1.0156,                 1.2274,             0.00069304,             0.00069304,             0.00069304
                     41,                0.68507,                0.66474,                 1.0522,                0.89938,                0.73024,                0.85899,                0.68237,                0.91608,                0.99172,                 1.1779,             0.00068204,             0.00068204,             0.00068204
                     42,                0.67428,                0.74639,                 1.0322,                0.78439,                0.72661,                0.81536,                0.68147,                 0.9403,                 0.9581,                 1.2029,             0.00067104,             0.00067104,             0.00067104
                     43,                0.75265,                0.88167,                 1.1106,                0.81692,                0.84931,                 0.8726,                0.69963,                0.93017,                0.85102,                 1.1956,             0.00066005,             0.00066005,             0.00066005
                     44,                0.66468,                0.66408,                 1.0491,                0.83487,                0.79691,                 0.8872,                0.71925,                0.89689,                  1.054,                 1.1657,             0.00064905,             0.00064905,             0.00064905
                     45,                0.64287,                0.60581,                 1.0312,                0.87606,                0.76112,                0.86677,                0.68049,                0.94709,                0.94146,                 1.1976,             0.00063805,             0.00063805,             0.00063805
                     46,                0.76458,                0.74403,                 1.1708,                0.86172,                0.86998,                 0.9038,                0.73235,                 0.9353,                0.88551,                 1.1846,             0.00062705,             0.00062705,             0.00062705
                     47,                0.65205,                0.63224,                 1.0316,                0.89249,                0.80189,                0.87297,                0.70719,                0.92271,                 0.8751,                 1.1727,             0.00061605,             0.00061605,             0.00061605
                     48,                0.68003,                0.67457,                  1.052,                0.80091,                0.77565,                0.83861,                 0.6762,                0.91979,                0.96909,                 1.1809,             0.00060505,             0.00060505,             0.00060505
                     49,                0.61818,                0.58926,                 1.0331,                 0.9199,                 0.7865,                 0.8755,                0.69927,                 0.9325,                0.86108,                 1.2171,             0.00059405,             0.00059405,             0.00059405
                     50,                0.73966,                0.67775,                 1.0932,                0.86177,                0.80978,                0.87002,                0.70328,                0.90416,                 0.8311,                 1.1859,             0.00058305,             0.00058305,             0.00058305
                     51,                0.64749,                0.58314,                 1.0451,                0.88779,                0.76104,                0.87321,                0.70957,                0.92225,                0.80553,                 1.1944,             0.00057205,             0.00057205,             0.00057205
                     52,                0.61675,                0.56442,                 1.0256,                0.88813,                0.76798,                0.87024,                 0.7118,                0.93697,                0.82862,                 1.2138,             0.00056105,             0.00056105,             0.00056105
                     53,                0.62144,                0.55595,                  1.008,                0.86442,                0.84115,                0.89368,                0.73788,                0.91133,                0.83346,                 1.1797,             0.00055006,             0.00055006,             0.00055006
                     54,                0.74779,                0.72549,                 1.1034,                0.83795,                0.86653,                0.91393,                0.75398,                0.89037,                0.82585,                 1.1566,             0.00053906,             0.00053906,             0.00053906
                     55,                0.65468,                0.70581,                 1.0392,                0.90674,                0.88489,                  0.938,                0.77288,                0.88182,                0.70206,                 1.1646,             0.00052806,             0.00052806,             0.00052806
                     56,                0.61144,                0.57159,                0.99652,                0.87695,                0.87065,                0.92062,                0.74979,                0.90548,                0.74897,                 1.1917,             0.00051706,             0.00051706,             0.00051706
                     57,                 0.6117,                0.53488,                0.99856,                0.88895,                  0.854,                0.92389,                0.75758,                0.92369,                0.73503,                 1.1958,             0.00050606,             0.00050606,             0.00050606
                     58,                0.60886,                0.54402,                0.99205,                 0.8665,                0.84435,                0.90541,                0.72037,                0.90621,                0.77377,                 1.1798,             0.00049506,             0.00049506,             0.00049506
                     59,                0.59149,                0.54651,                 0.9945,                0.89053,                0.83696,                 0.9131,                0.75236,                0.86894,                0.78181,                 1.1516,             0.00048406,             0.00048406,             0.00048406
                     60,                0.60686,                0.54181,                0.99658,                0.87618,                0.86778,                0.91724,                0.76905,                 0.8521,                 0.7972,                 1.1318,             0.00047306,             0.00047306,             0.00047306
                     61,                0.58911,                0.51349,                0.99468,                0.84815,                0.83823,                0.90944,                0.76216,                0.85517,                0.81815,                 1.1387,             0.00046206,             0.00046206,             0.00046206
                     62,                0.68242,                0.71619,                 1.1024,                0.91589,                0.81582,                0.90865,                 0.7537,                0.87146,                0.80227,                 1.1444,             0.00045107,             0.00045107,             0.00045107
                     63,                0.61027,                0.57034,                 1.0152,                0.91301,                0.85633,                0.91758,                0.76077,                0.85877,                0.78095,                 1.1384,             0.00044007,             0.00044007,             0.00044007
                     64,                0.58893,                0.52683,                0.99708,                0.87707,                0.88906,                0.91541,                0.76949,                0.83276,                0.71376,                 1.1201,             0.00042907,             0.00042907,             0.00042907
                     65,                0.59818,                0.50274,                 1.0612,                0.88011,                0.87765,                0.92447,                0.78351,                0.83753,                0.71186,                 1.1095,             0.00041807,             0.00041807,             0.00041807
                     66,                0.56369,                0.46295,                 0.9811,                0.87952,                0.87866,                0.92091,                 0.7691,                0.87397,                0.77345,                 1.1406,             0.00040707,             0.00040707,             0.00040707
                     67,                0.56427,                0.49833,                0.99599,                0.83962,                0.84812,                0.90589,                0.75086,                0.87719,                0.84455,                  1.158,             0.00039607,             0.00039607,             0.00039607
                     68,                0.53746,                0.46938,                0.98284,                0.90929,                0.81355,                0.91119,                0.74829,                 0.8851,                 0.7931,                 1.1675,             0.00038507,             0.00038507,             0.00038507
                     69,                0.57546,                0.49674,                0.98766,                0.89791,                0.82533,                0.89699,                0.75556,                0.89258,                0.78331,                 1.1673,             0.00037407,             0.00037407,             0.00037407
                     70,                0.55245,                 0.4845,                 1.0006,                0.85926,                0.87169,                  0.919,                0.77052,                0.89325,                0.76817,                 1.1678,             0.00036307,             0.00036307,             0.00036307
                     71,                0.55588,                0.50913,                0.99464,                0.89258,                0.89535,                0.92731,                0.75736,                0.90805,                0.82399,                 1.1744,             0.00035208,             0.00035208,             0.00035208
                     72,                0.55259,                 0.4783,                0.96679,                0.92787,                 0.8525,                0.93077,                0.75831,                0.91743,                0.79909,                 1.1929,             0.00034108,             0.00034108,             0.00034108
                     73,                 0.5162,                0.46127,                0.96445,                0.92517,                0.86654,                0.93732,                0.77727,                0.88195,                0.76677,                 1.1538,             0.00033008,             0.00033008,             0.00033008
                     74,                0.51546,                0.45716,                0.98352,                0.91922,                0.83424,                0.91537,                0.76887,                0.87398,                0.75418,                 1.1489,             0.00031908,             0.00031908,             0.00031908
                     75,                0.52309,                0.43913,                0.95871,                0.93908,                0.80939,                0.91002,                0.76995,                0.85703,                0.76021,                 1.1437,             0.00030808,             0.00030808,             0.00030808
                     76,                0.52562,                0.46139,                 0.9842,                0.91178,                0.84841,                0.90469,                0.76053,                0.87503,                0.78553,                 1.1641,             0.00029708,             0.00029708,             0.00029708
                     77,                0.49959,                0.43792,                0.95919,                0.88178,                0.87218,                  0.906,                0.75684,                0.87258,                0.80861,                 1.1518,             0.00028608,             0.00028608,             0.00028608
                     78,                 0.5102,                0.40481,                0.97614,                0.89793,                 0.8752,                0.91767,                0.77131,                0.88419,                0.79122,                 1.1753,             0.00027508,             0.00027508,             0.00027508
                     79,                0.51262,                0.48708,                0.97949,                 0.9018,                0.88316,                0.92192,                0.76742,                 0.8668,                0.75886,                 1.1586,             0.00026408,             0.00026408,             0.00026408
                     80,                0.50327,                0.43847,                0.97511,                0.89388,                0.85765,                0.90156,                0.75053,                 0.8692,                0.78504,                 1.1664,             0.00025309,             0.00025309,             0.00025309
                     81,                0.50161,                0.43478,                0.95707,                0.83989,                0.85473,                0.89387,                0.74687,                0.86404,                0.82989,                 1.1688,             0.00024209,             0.00024209,             0.00024209
                     82,                0.49421,                0.48824,                0.96302,                0.88674,                0.83372,                0.89571,                0.75036,                0.84703,                0.81022,                 1.1281,             0.00023109,             0.00023109,             0.00023109
                     83,                0.51825,                0.45352,                0.96999,                0.91506,                0.85014,                0.90231,                0.76028,                0.84436,                0.72342,                 1.1262,             0.00022009,             0.00022009,             0.00022009
                     84,                0.48417,                0.42614,                0.95323,                0.93675,                0.83465,                0.90614,                0.75476,                0.86667,                0.73928,                 1.1451,             0.00020909,             0.00020909,             0.00020909
                     85,                0.48623,                0.40627,                0.94884,                0.93533,                 0.8256,                0.90308,                0.76159,                0.87146,                0.77437,                 1.1543,             0.00019809,             0.00019809,             0.00019809
                     86,                0.50322,                0.39137,                0.95255,                0.93708,                0.83168,                0.90425,                 0.7698,                0.86015,                0.76041,                 1.1461,             0.00018709,             0.00018709,             0.00018709
                     87,                0.46597,                0.40464,                0.95094,                0.89155,                0.84387,                0.91051,                0.77925,                0.86586,                0.73728,                 1.1478,             0.00017609,             0.00017609,             0.00017609
                     88,                0.47405,                0.39013,                0.95444,                0.89861,                0.85043,                0.91206,                 0.7721,                0.87675,                0.71568,                 1.1542,             0.00016509,             0.00016509,             0.00016509
                     89,                0.45542,                0.41843,                0.94451,                0.92049,                0.84278,                0.91958,                0.79043,                0.85166,                0.68142,                 1.1407,              0.0001541,              0.0001541,              0.0001541
                     90,                0.45352,                0.38058,                0.93042,                0.91939,                0.84353,                0.91608,                0.78658,                0.83584,                0.68969,                 1.1306,              0.0001431,              0.0001431,              0.0001431
                     91,                0.40727,                0.32246,                0.88583,                0.88788,                0.85683,                 0.9127,                0.77937,                0.84218,                0.70872,                 1.1362,              0.0001321,              0.0001321,              0.0001321
                     92,                0.42245,                0.30452,                0.87484,                0.87936,                 0.8622,                0.91366,                0.78265,                0.84061,                0.73557,                 1.1322,              0.0001211,              0.0001211,              0.0001211
                     93,                0.40094,                0.30981,                 0.8791,                0.90674,                0.83901,                0.91776,                0.78899,                0.83074,                0.74137,                 1.1212,              0.0001101,              0.0001101,              0.0001101
                     94,                 0.3911,                0.28272,                0.88181,                0.91622,                0.84463,                0.91525,                0.78032,                0.83611,                0.74454,                 1.1229,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.38009,                0.27482,                0.86083,                0.88166,                0.85589,                0.92017,                0.77246,                0.82535,                0.74652,                 1.1094,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.38787,                 0.2736,                0.87504,                0.88107,                0.85968,                0.91915,                0.78084,                0.82098,                0.72609,                 1.1071,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 0.3767,                0.28428,                0.86351,                0.91163,                0.85319,                0.91952,                0.78517,                0.83584,                0.72022,                 1.1145,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.37414,                 0.5369,                0.90106,                0.93636,                0.85218,                0.92803,                 0.7882,                0.83174,                0.69486,                 1.1104,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.35056,                0.24743,                0.84425,                0.93867,                 0.8485,                0.92632,                0.79099,                0.82168,                0.68567,                 1.1058,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 0.3753,                0.26352,                0.86594,                0.93778,                0.85064,                0.92384,                0.79275,                0.81973,                0.69248,                  1.107,             3.3108e-05,             3.3108e-05,             3.3108e-05
