                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.53243,                0.48348,                0.98287,                0.84905,                0.87464,                0.92519,                0.76503,                0.89958,                0.75296,                 1.1675,             0.00094712,             0.00094712,             0.00094712
                    152,                0.55393,                0.47524,                 0.9747,                0.91054,                0.86758,                0.93078,                0.78148,                 0.8791,                0.69365,                 1.1394,             0.00094602,             0.00094602,             0.00094602
                    153,                0.50369,                0.44865,                0.95812,                0.87313,                0.90717,                0.93102,                0.76464,                0.87871,                0.73169,                 1.1549,             0.00094492,             0.00094492,             0.00094492
                    154,                0.55243,                0.45594,                 1.0125,                0.86718,                0.85694,                0.90187,                0.76093,                0.86299,                0.73175,                 1.1483,             0.00094382,             0.00094382,             0.00094382
                    155,                0.54136,                0.45092,                0.97537,                0.84536,                0.83707,                0.88269,                0.71658,                0.91788,                0.78357,                  1.197,             0.00094272,             0.00094272,             0.00094272
                    156,                0.50496,                 0.4414,                0.97043,                0.86599,                0.84473,                0.87498,                0.72749,                0.88669,                0.76853,                 1.1808,             0.00094162,             0.00094162,             0.00094162
                    157,                0.51561,                0.44696,                0.95457,                0.91485,                0.79744,                0.87792,                0.73825,                0.87808,                0.76655,                 1.1656,             0.00094052,             0.00094052,             0.00094052
                    158,                 0.5086,                0.44294,                0.95903,                0.92227,                0.82922,                0.91349,                0.76291,                0.91758,                0.74789,                 1.1947,             0.00093942,             0.00093942,             0.00093942
                    159,                0.52278,                0.45722,                0.96396,                0.89922,                0.89173,                0.91597,                0.77217,                0.88045,                0.71683,                 1.1765,             0.00093832,             0.00093832,             0.00093832
                    160,                0.49238,                0.46015,                0.96158,                0.92326,                0.86147,                0.92187,                0.76613,                0.90793,                0.82216,                  1.183,             0.00093722,             0.00093722,             0.00093722
                    161,                0.56007,                0.54485,                 1.0731,                0.93824,                0.83834,                0.91358,                0.75448,                0.87489,                0.79915,                 1.1566,             0.00093612,             0.00093612,             0.00093612
                    162,                0.52599,                0.43486,                  0.951,                0.89129,                0.82872,                0.89487,                0.71895,                 0.9147,                0.82327,                 1.1943,             0.00093502,             0.00093502,             0.00093502
                    163,                 0.5342,                0.45699,                0.95303,                0.89349,                 0.8387,                0.91146,                0.75671,                0.87892,                0.78598,                 1.1609,             0.00093392,             0.00093392,             0.00093392
                    164,                0.51937,                0.45091,                0.96169,                 0.8688,                0.89943,                0.92756,                0.77693,                0.87878,                0.76687,                 1.1591,             0.00093282,             0.00093282,             0.00093282
                    165,                0.51876,                0.50014,                0.96244,                0.93973,                0.84641,                0.91712,                0.76578,                0.88372,                0.70791,                 1.1655,             0.00093172,             0.00093172,             0.00093172
                    166,                0.50834,                0.44397,                0.95469,                0.90356,                0.82481,                0.91086,                0.77941,                0.86483,                0.79101,                 1.1366,             0.00093062,             0.00093062,             0.00093062
                    167,                0.54099,                0.51437,                0.98941,                0.88649,                0.84289,                0.90731,                0.75084,                0.87598,                0.80856,                 1.1628,             0.00092952,             0.00092952,             0.00092952
                    168,                0.50824,                0.45014,                0.94564,                0.86053,                0.85655,                0.89632,                0.74624,                0.87707,                0.79487,                 1.1756,             0.00092842,             0.00092842,             0.00092842
                    169,                0.49952,                0.42251,                0.96005,                0.87965,                0.85969,                0.90287,                0.75756,                0.85579,                0.78956,                 1.1428,             0.00092732,             0.00092732,             0.00092732
                    170,                0.47867,                0.41041,                0.93242,                0.89355,                0.83541,                0.92073,                0.76894,                0.85705,                0.73754,                 1.1494,             0.00092622,             0.00092622,             0.00092622
                    171,                0.51063,                0.47544,                0.96809,                0.89121,                0.73787,                0.89323,                0.74424,                0.87936,                0.87225,                 1.1741,             0.00092512,             0.00092512,             0.00092512
                    172,                   0.48,                 0.4391,                0.95409,                0.86015,                0.79131,                0.86309,                0.72308,                 0.9074,                0.86103,                 1.2021,             0.00092402,             0.00092402,             0.00092402
                    173,                0.50136,                0.45541,                0.96107,                0.86474,                0.85213,                0.88973,                0.74556,                0.91311,                0.82015,                 1.2038,             0.00092292,             0.00092292,             0.00092292
                    174,                0.49818,                0.41823,                0.94544,                0.88926,                0.83526,                0.89876,                0.75538,                 0.8782,                0.81428,                 1.1662,             0.00092182,             0.00092182,             0.00092182
                    175,                0.53107,                0.45204,                0.97696,                 0.8954,                0.76559,                0.87985,                 0.7392,                0.86197,                0.86147,                 1.1583,             0.00092072,             0.00092072,             0.00092072
                    176,                0.50472,                0.43209,                0.95847,                0.92406,                0.82195,                0.90002,                0.75111,                0.85098,                0.81926,                 1.1284,             0.00091962,             0.00091962,             0.00091962
                    177,                0.50065,                0.41147,                0.93888,                0.89253,                0.86341,                0.91614,                0.76545,                0.84483,                0.75125,                 1.1264,             0.00091852,             0.00091852,             0.00091852
                    178,                0.50625,                0.43396,                0.96476,                0.91517,                0.87786,                0.92021,                0.77271,                 0.8416,                 0.7628,                 1.1181,             0.00091742,             0.00091742,             0.00091742
                    179,                0.49197,                0.42987,                 0.9445,                0.91099,                0.87501,                0.93172,                0.79807,                0.85092,                0.76658,                 1.1249,             0.00091632,             0.00091632,             0.00091632
                    180,                0.49227,                 0.4277,                0.97863,                0.90656,                0.86742,                0.93329,                0.79488,                0.85274,                0.73925,                 1.1255,             0.00091522,             0.00091522,             0.00091522
                    181,                 0.5144,                0.43615,                0.96809,                0.93164,                  0.828,                0.92541,                0.78481,                0.85324,                0.80742,                 1.1254,             0.00091412,             0.00091412,             0.00091412
                    182,                0.48892,                0.42076,                 0.9623,                0.93324,                0.80461,                0.90971,                0.76532,                0.88132,                0.84521,                 1.1618,             0.00091302,             0.00091302,             0.00091302
                    183,                0.49271,                0.65773,                  0.969,                0.88636,                    0.8,                  0.899,                 0.7563,                  0.886,                 0.8378,                 1.1706,             0.00091192,             0.00091192,             0.00091192
                    184,                0.50505,                0.44957,                0.94886,                0.90385,                0.79845,                0.89221,                0.74995,                0.89751,                0.84468,                 1.1644,             0.00091082,             0.00091082,             0.00091082
                    185,                0.49444,                0.44213,                0.94439,                0.91859,                0.76981,                0.87782,                0.73878,                0.91342,                0.79357,                   1.21,             0.00090972,             0.00090972,             0.00090972
                    186,                0.51822,                0.44533,                0.96733,                0.89892,                0.78627,                0.85905,                0.68807,                0.96185,                0.80609,                 1.2691,             0.00090862,             0.00090862,             0.00090862
                    187,                0.48604,                0.47242,                0.96589,                0.83545,                0.82902,                 0.8836,                0.73028,                0.90343,                0.76961,                 1.1849,             0.00090752,             0.00090752,             0.00090752
                    188,                0.52065,                0.70118,                0.97434,                0.85516,                 0.8587,                0.90835,                0.75724,                0.88196,                0.72866,                 1.1864,             0.00090642,             0.00090642,             0.00090642
                    189,                0.47339,                0.43382,                 0.9607,                0.88579,                0.85014,                0.92354,                0.76531,                 0.8892,                0.80922,                 1.1953,             0.00090532,             0.00090532,             0.00090532
                    190,                0.48188,                0.43317,                0.94192,                0.92367,                0.79142,                0.90708,                0.75528,                0.86567,                0.78309,                  1.195,             0.00090422,             0.00090422,             0.00090422
                    191,                0.50219,                0.42276,                0.94671,                0.88485,                0.82915,                0.90334,                0.75929,                0.87717,                0.83285,                 1.2052,             0.00090312,             0.00090312,             0.00090312
                    192,                0.47818,                0.39467,                0.93921,                0.94764,                0.75889,                 0.8756,                0.73471,                0.88608,                  0.861,                 1.1876,             0.00090202,             0.00090202,             0.00090202
                    193,                0.49566,                0.42151,                0.96425,                0.89535,                0.76217,                0.87808,                0.73254,                0.87808,                0.82903,                 1.1789,             0.00090092,             0.00090092,             0.00090092
                    194,                0.49746,                0.43976,                0.96038,                0.86713,                0.86615,                 0.8946,                0.74598,                0.88255,                0.77597,                 1.1773,             0.00089982,             0.00089982,             0.00089982
                    195,                0.48589,                0.42294,                 0.9507,                0.89287,                0.85756,                0.90193,                0.75322,                0.88427,                0.82064,                 1.1826,             0.00089872,             0.00089872,             0.00089872
                    196,                0.50365,                0.41043,                0.95715,                0.85311,                0.84269,                0.90503,                0.75695,                0.87608,                 0.8397,                 1.1789,             0.00089762,             0.00089762,             0.00089762
                    197,                0.48037,                 0.4378,                0.94662,                0.86998,                0.86708,                0.92088,                 0.7885,                 0.8778,                0.76455,                 1.1788,             0.00089652,             0.00089652,             0.00089652
                    198,                0.50032,                0.39131,                0.94521,                0.90533,                0.86316,                0.91572,                0.77355,                0.88031,                 0.7739,                 1.1785,             0.00089542,             0.00089542,             0.00089542
                    199,                0.48428,                0.40846,                0.94856,                0.87554,                0.86585,                0.90334,                0.76765,                0.87941,                0.82027,                 1.1785,             0.00089432,             0.00089432,             0.00089432
                    200,                0.47398,                0.41479,                 0.9475,                0.85197,                0.88656,                0.90565,                 0.7822,                0.86668,                0.75257,                 1.1766,             0.00089322,             0.00089322,             0.00089322
                    201,                0.44318,                0.38064,                0.94199,                0.94988,                0.85077,                0.91944,                0.78454,                0.86341,                 0.7388,                 1.1607,             0.00089212,             0.00089212,             0.00089212
                    202,                0.48038,                0.43982,                0.94314,                0.92205,                0.85464,                 0.9148,                0.76566,                0.89165,                0.76688,                 1.1864,             0.00089102,             0.00089102,             0.00089102
                    203,                 0.4655,                0.39677,                0.94325,                 0.8916,                0.84397,                0.88758,                0.73689,                0.87929,                0.80672,                 1.1927,             0.00088992,             0.00088992,             0.00088992
                    204,                0.45696,                 0.3989,                0.93358,                0.90724,                0.82563,                0.90175,                0.76121,                0.88083,                0.80565,                 1.2195,             0.00088882,             0.00088882,             0.00088882
                    205,                0.45778,                0.40853,                0.94262,                0.91294,                0.79027,                0.91363,                0.76977,                0.86768,                0.76603,                 1.1907,             0.00088772,             0.00088772,             0.00088772
                    206,                 0.4731,                0.41758,                0.95377,                0.90841,                0.78228,                0.90743,                0.75403,                    0.9,                0.85261,                  1.203,             0.00088662,             0.00088662,             0.00088662
                    207,                0.47684,                0.39814,                0.93819,                0.86865,                0.84937,                0.90734,                0.74613,                0.92272,                0.88189,                 1.2129,             0.00088552,             0.00088552,             0.00088552
                    208,                 0.4892,                0.41712,                0.96825,                0.89121,                 0.8575,                0.91225,                0.75453,                 0.9069,                0.85886,                  1.191,             0.00088442,             0.00088442,             0.00088442
                    209,                0.43342,                0.80069,                0.88119,                0.88289,                0.88465,                0.92419,                0.78026,                0.87059,                0.76782,                 1.1499,             0.00088332,             0.00088332,             0.00088332
                    210,                0.47937,                0.42993,                 0.9484,                0.83784,                0.92468,                0.93628,                0.80218,                0.83487,                0.71427,                 1.1289,             0.00088222,             0.00088222,             0.00088222
                    211,                0.46713,                0.41237,                0.94391,                 0.9283,                0.84372,                0.93321,                0.79963,                 0.8385,                0.73011,                 1.1353,             0.00088112,             0.00088112,             0.00088112
                    212,                0.48519,                0.41117,                 0.9714,                0.89981,                 0.8675,                0.92606,                0.78536,                0.85577,                0.75845,                 1.1468,             0.00088002,             0.00088002,             0.00088002
                    213,                0.47572,                0.40638,                 0.9345,                0.90913,                0.82161,                0.91287,                0.77933,                0.86482,                0.76556,                 1.1398,             0.00087892,             0.00087892,             0.00087892
                    214,                0.46987,                0.40639,                0.93681,                0.92316,                0.80317,                0.88975,                0.75807,                0.85765,                0.82735,                 1.1301,             0.00087782,             0.00087782,             0.00087782
                    215,                0.46942,                0.40993,                0.95604,                 0.9225,                0.85136,                0.90844,                 0.7693,                0.85717,                0.79508,                 1.1487,             0.00087672,             0.00087672,             0.00087672
                    216,                0.46029,                0.40423,                0.93772,                0.91328,                0.83623,                0.89839,                0.77068,                0.84971,                0.79668,                 1.1616,             0.00087562,             0.00087562,             0.00087562
                    217,                0.48321,                0.40059,                0.94524,                0.84732,                0.87246,                0.90657,                0.75402,                0.87498,                0.77168,                 1.1928,             0.00087452,             0.00087452,             0.00087452
                    218,                0.47163,                0.39248,                0.93069,                0.89082,                0.82534,                0.90623,                0.74304,                0.90649,                0.78362,                 1.2122,             0.00087342,             0.00087342,             0.00087342
                    219,                0.45643,                0.41626,                0.94081,                 0.8952,                0.75764,                0.86967,                  0.722,                0.92942,                0.84595,                 1.2352,             0.00087232,             0.00087232,             0.00087232
                    220,                0.46378,                0.38943,                 0.9304,                 0.8901,                 0.7853,                0.88322,                0.73029,                 0.8835,                0.78751,                 1.1947,             0.00087122,             0.00087122,             0.00087122
                    221,                0.49422,                0.43771,                0.97255,                0.89167,                0.79439,                0.88533,                0.75482,                0.88743,                0.80417,                 1.1799,             0.00087012,             0.00087012,             0.00087012
                    222,                0.46386,                0.40223,                0.93852,                0.89367,                0.79605,                0.89777,                0.75056,                0.86771,                0.77438,                 1.1675,             0.00086902,             0.00086902,             0.00086902
                    223,                0.48128,                0.38329,                0.95782,                 0.9353,                0.76305,                0.90249,                0.76331,                0.86855,                0.75158,                 1.1585,             0.00086792,             0.00086792,             0.00086792
                    224,                0.50228,                0.45527,                0.95134,                0.90697,                0.79607,                0.90685,                0.77181,                0.83288,                0.73969,                 1.1369,             0.00086682,             0.00086682,             0.00086682
                    225,                0.48168,                0.43433,                0.96374,                  0.892,                0.83556,                0.89634,                 0.7588,                 0.8674,                0.77226,                 1.1594,             0.00086572,             0.00086572,             0.00086572
                    226,                0.45626,                0.41299,                0.94559,                 0.8474,                0.86232,                 0.8927,                0.75375,                0.87864,                0.82801,                 1.1921,             0.00086462,             0.00086462,             0.00086462
                    227,                0.45261,                0.38874,                0.92611,                0.85365,                 0.8325,                0.89132,                0.75511,                0.88771,                0.83964,                 1.1987,             0.00086352,             0.00086352,             0.00086352
                    228,                0.44722,                0.43674,                0.94284,                  0.911,                0.80933,                0.90067,                0.76515,                0.87233,                 0.7745,                 1.1709,             0.00086242,             0.00086242,             0.00086242
                    229,                0.44767,                0.41827,                 0.9411,                0.88339,                0.82144,                0.89062,                0.76126,                0.87798,                0.73644,                 1.1792,             0.00086132,             0.00086132,             0.00086132
                    230,                0.45008,                0.38127,                0.94215,                 0.8935,                0.83692,                0.89613,                0.75548,                 0.8548,                0.80587,                 1.1575,             0.00086023,             0.00086023,             0.00086023
                    231,                0.43367,                0.36394,                0.93037,                 0.9184,                0.80678,                0.90041,                0.76397,                 0.8547,                0.76894,                 1.1506,             0.00085913,             0.00085913,             0.00085913
                    232,                0.42524,                 0.3599,                0.93732,                0.92389,                0.82153,                0.90452,                0.76653,                0.86898,                0.77315,                 1.1603,             0.00085803,             0.00085803,             0.00085803
                    233,                 0.4403,                0.39048,                0.93166,                0.90771,                0.85988,                 0.9081,                0.74781,                0.90178,                0.77681,                 1.1782,             0.00085693,             0.00085693,             0.00085693
                    234,                0.45576,                0.37714,                0.95325,                0.92324,                0.82464,                0.90158,                0.76008,                0.89565,                0.80598,                 1.1855,             0.00085583,             0.00085583,             0.00085583
                    235,                0.44968,                0.42095,                0.93317,                0.90134,                0.79941,                0.89877,                0.74971,                0.91712,                0.86674,                 1.2056,             0.00085473,             0.00085473,             0.00085473
                    236,                0.45477,                  0.382,                0.93591,                0.88101,                0.83247,                0.89393,                0.74935,                0.89745,                0.85457,                  1.184,             0.00085363,             0.00085363,             0.00085363
                    237,                0.43203,                0.37193,                0.92478,                0.94197,                0.83907,                0.92111,                0.77753,                0.84528,                0.78531,                 1.1303,             0.00085253,             0.00085253,             0.00085253
                    238,                0.47186,                0.40459,                0.95597,                 0.9186,                0.85759,                0.92593,                0.76989,                0.88603,                0.79537,                 1.1861,             0.00085143,             0.00085143,             0.00085143
                    239,                0.60593,                0.48324,                 1.1309,                0.92135,                0.84483,                0.91641,                0.77123,                0.87529,                0.84593,                 1.1605,             0.00085033,             0.00085033,             0.00085033
                    240,                 0.4428,                0.38445,                0.92367,                0.91628,                0.86084,                0.90682,                0.76632,                0.89245,                0.86316,                 1.1792,             0.00084923,             0.00084923,             0.00084923
                    241,                0.44331,                 0.3832,                0.93528,                0.92508,                0.80486,                0.92236,                0.77019,                0.88175,                0.74541,                 1.1625,             0.00084813,             0.00084813,             0.00084813
                    242,                0.42858,                0.35724,                0.92575,                 0.8539,                0.84404,                0.91923,                0.77808,                0.87508,                0.74114,                 1.1653,             0.00084703,             0.00084703,             0.00084703
                    243,                0.44477,                0.38725,                0.92957,                0.91605,                0.82931,                0.91366,                0.77253,                 0.8836,                0.77297,                 1.1946,             0.00084593,             0.00084593,             0.00084593
                    244,                0.42322,                0.38587,                0.93755,                0.92421,                  0.843,                0.92931,                0.79613,                0.87178,                0.77132,                 1.1758,             0.00084483,             0.00084483,             0.00084483
                    245,                0.46379,                0.48952,                0.94776,                0.89506,                0.82849,                0.90015,                0.76592,                0.85913,                0.90796,                 1.1615,             0.00084373,             0.00084373,             0.00084373
                    246,                0.45813,                0.39017,                0.94216,                0.84756,                0.81503,                0.88849,                0.75722,                0.88356,                0.94632,                 1.1819,             0.00084263,             0.00084263,             0.00084263
                    247,                0.45093,                0.44524,                0.93018,                0.87459,                0.84364,                0.90011,                 0.7638,                0.89944,                0.89446,                 1.1926,             0.00084153,             0.00084153,             0.00084153
                    248,                0.42527,                 0.9647,                0.88782,                0.89803,                0.84086,                0.90328,                0.74407,                0.89886,                0.91872,                 1.1887,             0.00084043,             0.00084043,             0.00084043
                    249,                0.43641,                0.38128,                0.92912,                0.89971,                0.87224,                0.92564,                0.76305,                0.90903,                0.78426,                 1.1991,             0.00083933,             0.00083933,             0.00083933
                    250,                0.43411,                0.35978,                 0.9391,                0.91044,                0.83704,                0.91844,                0.76291,                0.92533,                0.74818,                 1.1928,             0.00083823,             0.00083823,             0.00083823
                    251,                0.45369,                0.38809,                0.93909,                0.94329,                 0.8189,                0.90616,                0.75876,                0.89319,                0.74496,                 1.1849,             0.00083713,             0.00083713,             0.00083713
                    252,                0.44678,                0.40215,                0.95305,                0.91059,                 0.8408,                0.89448,                0.75906,                0.87723,                0.82447,                 1.1628,             0.00083603,             0.00083603,             0.00083603
                    253,                0.46672,                0.38615,                0.92748,                0.87624,                0.83748,                0.88949,                0.74244,                0.88859,                0.86269,                 1.1816,             0.00083493,             0.00083493,             0.00083493
                    254,                0.44632,                0.36541,                0.92921,                0.85803,                0.79013,                0.87061,                0.73327,                0.89193,                 0.8488,                  1.193,             0.00083383,             0.00083383,             0.00083383
                    255,                0.44816,                0.41119,                0.93995,                0.89372,                 0.7691,                0.88325,                0.75391,                0.86491,                0.86194,                 1.1392,             0.00083273,             0.00083273,             0.00083273
                    256,                0.43926,                0.39471,                0.92878,                0.93504,                0.79576,                0.90694,                0.76332,                0.87656,                0.77888,                  1.147,             0.00083163,             0.00083163,             0.00083163
                    257,                0.44076,                0.37991,                 0.9335,                0.91522,                0.80174,                0.91125,                0.75469,                0.87573,                0.76735,                 1.1522,             0.00083053,             0.00083053,             0.00083053
                    258,                 0.4605,                   0.37,                0.92172,                0.84605,                0.85214,                0.91189,                0.74621,                0.88859,                 0.7961,                 1.1906,             0.00082943,             0.00082943,             0.00082943
                    259,                0.44147,                0.36973,                0.92085,                0.86799,                0.82067,                0.89995,                0.74019,                0.89074,                0.83246,                 1.1972,             0.00082833,             0.00082833,             0.00082833
                    260,                0.42716,                0.37702,                0.92506,                 0.9166,                0.85059,                0.91163,                0.75659,                0.89114,                0.76643,                 1.1831,             0.00082723,             0.00082723,             0.00082723
